mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,13,client,00:01:58,"Yeah. It looks like a massive task that I'm may not be able to handle. And then, yeah, all this horrible stuff happens to me. I mean, it's- it's a bleak-looking situation and a lot worse.",5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,sustain
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,13,client,00:01:58,"Yeah. It looks like a massive task that I'm may not be able to handle. And then, yeah, all this horrible stuff happens to me. I mean, it's- it's a bleak-looking situation and a lot worse.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,13,client,00:01:58,"Yeah. It looks like a massive task that I'm may not be able to handle. And then, yeah, all this horrible stuff happens to me. I mean, it's- it's a bleak-looking situation and a lot worse.",7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,sustain
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,13,client,00:01:58,"Yeah. It looks like a massive task that I'm may not be able to handle. And then, yeah, all this horrible stuff happens to me. I mean, it's- it's a bleak-looking situation and a lot worse.",8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,sustain
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,13,client,00:01:58,"Yeah. It looks like a massive task that I'm may not be able to handle. And then, yeah, all this horrible stuff happens to me. I mean, it's- it's a bleak-looking situation and a lot worse.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,sustain
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,14,therapist,00:02:10,"Okay. And I-- And what I want to do is help you kind of break this up into some-some doable chunks so that we can get your blood sugar down. I, you know, on the one hand, your doctor is right, you know. Your blood sugar is very high and we do wanna get it down so that we don't have those consequences happen. Uh, and-and there are a number of things that you need to do in order to-to get your blood sugar down. Um, you know, on the other hand, we can take this a step at a time, so it's not so overwhelming.",0,True,information,False,n/a,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,14,therapist,00:02:10,"Okay. And I-- And what I want to do is help you kind of break this up into some-some doable chunks so that we can get your blood sugar down. I, you know, on the one hand, your doctor is right, you know. Your blood sugar is very high and we do wanna get it down so that we don't have those consequences happen. Uh, and-and there are a number of things that you need to do in order to-to get your blood sugar down. Um, you know, on the other hand, we can take this a step at a time, so it's not so overwhelming.",1,True,information,False,n/a,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,14,therapist,00:02:10,"Okay. And I-- And what I want to do is help you kind of break this up into some-some doable chunks so that we can get your blood sugar down. I, you know, on the one hand, your doctor is right, you know. Your blood sugar is very high and we do wanna get it down so that we don't have those consequences happen. Uh, and-and there are a number of things that you need to do in order to-to get your blood sugar down. Um, you know, on the other hand, we can take this a step at a time, so it's not so overwhelming.",2,True,information,False,n/a,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,14,therapist,00:02:10,"Okay. And I-- And what I want to do is help you kind of break this up into some-some doable chunks so that we can get your blood sugar down. I, you know, on the one hand, your doctor is right, you know. Your blood sugar is very high and we do wanna get it down so that we don't have those consequences happen. Uh, and-and there are a number of things that you need to do in order to-to get your blood sugar down. Um, you know, on the other hand, we can take this a step at a time, so it's not so overwhelming.",3,True,negotiation,True,complex,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,14,therapist,00:02:10,"Okay. And I-- And what I want to do is help you kind of break this up into some-some doable chunks so that we can get your blood sugar down. I, you know, on the one hand, your doctor is right, you know. Your blood sugar is very high and we do wanna get it down so that we don't have those consequences happen. Uh, and-and there are a number of things that you need to do in order to-to get your blood sugar down. Um, you know, on the other hand, we can take this a step at a time, so it's not so overwhelming.",4,True,negotiation,True,simple,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,14,therapist,00:02:10,"Okay. And I-- And what I want to do is help you kind of break this up into some-some doable chunks so that we can get your blood sugar down. I, you know, on the one hand, your doctor is right, you know. Your blood sugar is very high and we do wanna get it down so that we don't have those consequences happen. Uh, and-and there are a number of things that you need to do in order to-to get your blood sugar down. Um, you know, on the other hand, we can take this a step at a time, so it's not so overwhelming.",5,True,advice,False,n/a,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,14,therapist,00:02:10,"Okay. And I-- And what I want to do is help you kind of break this up into some-some doable chunks so that we can get your blood sugar down. I, you know, on the one hand, your doctor is right, you know. Your blood sugar is very high and we do wanna get it down so that we don't have those consequences happen. Uh, and-and there are a number of things that you need to do in order to-to get your blood sugar down. Um, you know, on the other hand, we can take this a step at a time, so it's not so overwhelming.",6,True,options,True,complex,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,14,therapist,00:02:10,"Okay. And I-- And what I want to do is help you kind of break this up into some-some doable chunks so that we can get your blood sugar down. I, you know, on the one hand, your doctor is right, you know. Your blood sugar is very high and we do wanna get it down so that we don't have those consequences happen. Uh, and-and there are a number of things that you need to do in order to-to get your blood sugar down. Um, you know, on the other hand, we can take this a step at a time, so it's not so overwhelming.",7,True,advice,False,n/a,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,14,therapist,00:02:10,"Okay. And I-- And what I want to do is help you kind of break this up into some-some doable chunks so that we can get your blood sugar down. I, you know, on the one hand, your doctor is right, you know. Your blood sugar is very high and we do wanna get it down so that we don't have those consequences happen. Uh, and-and there are a number of things that you need to do in order to-to get your blood sugar down. Um, you know, on the other hand, we can take this a step at a time, so it's not so overwhelming.",8,True,information,False,n/a,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,14,therapist,00:02:10,"Okay. And I-- And what I want to do is help you kind of break this up into some-some doable chunks so that we can get your blood sugar down. I, you know, on the one hand, your doctor is right, you know. Your blood sugar is very high and we do wanna get it down so that we don't have those consequences happen. Uh, and-and there are a number of things that you need to do in order to-to get your blood sugar down. Um, you know, on the other hand, we can take this a step at a time, so it's not so overwhelming.",9,False,n/a,False,n/a,False,n/a,other,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,15,therapist,00:02:39,"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",0,True,advice,False,n/a,True,open,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,15,therapist,00:02:39,"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",1,True,information,False,n/a,True,closed,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,15,therapist,00:02:39,"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",2,True,advice,False,n/a,True,closed,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,15,therapist,00:02:39,"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",3,True,negotiation,True,complex,True,open,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,15,therapist,00:02:39,"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",4,True,advice,True,simple,True,open,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,15,therapist,00:02:39,"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",5,True,advice,False,n/a,True,open,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,15,therapist,00:02:39,"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",6,True,advice,False,n/a,True,closed,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,15,therapist,00:02:39,"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",7,True,advice,False,n/a,True,open,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,15,therapist,00:02:39,"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",8,True,information,False,n/a,True,open,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,15,therapist,00:02:39,"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",9,True,negotiation,False,n/a,True,open,question,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,16,client,00:03:03,"Well, I don't think too much trouble in taking the medicines, especially since I understand my blood sugar is really high. and-",0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,16,client,00:03:03,"Well, I don't think too much trouble in taking the medicines, especially since I understand my blood sugar is really high. and-",1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,16,client,00:03:03,"Well, I don't think too much trouble in taking the medicines, especially since I understand my blood sugar is really high. and-",2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,16,client,00:03:03,"Well, I don't think too much trouble in taking the medicines, especially since I understand my blood sugar is really high. and-",3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,16,client,00:03:03,"Well, I don't think too much trouble in taking the medicines, especially since I understand my blood sugar is really high. and-",4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,16,client,00:03:03,"Well, I don't think too much trouble in taking the medicines, especially since I understand my blood sugar is really high. and-",5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,16,client,00:03:03,"Well, I don't think too much trouble in taking the medicines, especially since I understand my blood sugar is really high. and-",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,16,client,00:03:03,"Well, I don't think too much trouble in taking the medicines, especially since I understand my blood sugar is really high. and-",7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,16,client,00:03:03,"Well, I don't think too much trouble in taking the medicines, especially since I understand my blood sugar is really high. and-",8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,16,client,00:03:03,"Well, I don't think too much trouble in taking the medicines, especially since I understand my blood sugar is really high. and-",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,17,therapist,00:03:11,So that's easy to do.,0,False,n/a,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,17,therapist,00:03:11,So that's easy to do.,1,False,n/a,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,17,therapist,00:03:11,So that's easy to do.,2,False,n/a,True,complex,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,17,therapist,00:03:11,So that's easy to do.,3,False,n/a,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,17,therapist,00:03:11,So that's easy to do.,4,False,n/a,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,17,therapist,00:03:11,So that's easy to do.,5,False,n/a,True,complex,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,17,therapist,00:03:11,So that's easy to do.,6,False,n/a,False,n/a,True,closed,question,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,17,therapist,00:03:11,So that's easy to do.,7,False,n/a,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,17,therapist,00:03:11,So that's easy to do.,8,False,n/a,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,17,therapist,00:03:11,So that's easy to do.,9,False,n/a,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,18,client,00:03:12,"Yeah, I'm pretty- I'm pretty good at taking drugs.",0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,18,client,00:03:12,"Yeah, I'm pretty- I'm pretty good at taking drugs.",1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,18,client,00:03:12,"Yeah, I'm pretty- I'm pretty good at taking drugs.",2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,18,client,00:03:12,"Yeah, I'm pretty- I'm pretty good at taking drugs.",3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,18,client,00:03:12,"Yeah, I'm pretty- I'm pretty good at taking drugs.",4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,18,client,00:03:12,"Yeah, I'm pretty- I'm pretty good at taking drugs.",5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,18,client,00:03:12,"Yeah, I'm pretty- I'm pretty good at taking drugs.",6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,18,client,00:03:12,"Yeah, I'm pretty- I'm pretty good at taking drugs.",7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,18,client,00:03:12,"Yeah, I'm pretty- I'm pretty good at taking drugs.",8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,18,client,00:03:12,"Yeah, I'm pretty- I'm pretty good at taking drugs.",9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,19,therapist,00:03:14,"Yeah. 'Cause it looks like you need to just take your medicine, uh, uh, once a day from-from the prescription. So that sounds doable right now.",0,True,information,True,simple,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,19,therapist,00:03:14,"Yeah. 'Cause it looks like you need to just take your medicine, uh, uh, once a day from-from the prescription. So that sounds doable right now.",1,False,n/a,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,19,therapist,00:03:14,"Yeah. 'Cause it looks like you need to just take your medicine, uh, uh, once a day from-from the prescription. So that sounds doable right now.",2,True,advice,True,simple,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,19,therapist,00:03:14,"Yeah. 'Cause it looks like you need to just take your medicine, uh, uh, once a day from-from the prescription. So that sounds doable right now.",3,True,negotiation,True,simple,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,19,therapist,00:03:14,"Yeah. 'Cause it looks like you need to just take your medicine, uh, uh, once a day from-from the prescription. So that sounds doable right now.",4,True,information,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,19,therapist,00:03:14,"Yeah. 'Cause it looks like you need to just take your medicine, uh, uh, once a day from-from the prescription. So that sounds doable right now.",5,True,information,True,complex,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,19,therapist,00:03:14,"Yeah. 'Cause it looks like you need to just take your medicine, uh, uh, once a day from-from the prescription. So that sounds doable right now.",6,True,advice,False,n/a,True,closed,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,19,therapist,00:03:14,"Yeah. 'Cause it looks like you need to just take your medicine, uh, uh, once a day from-from the prescription. So that sounds doable right now.",7,True,information,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,19,therapist,00:03:14,"Yeah. 'Cause it looks like you need to just take your medicine, uh, uh, once a day from-from the prescription. So that sounds doable right now.",8,True,information,False,n/a,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,19,therapist,00:03:14,"Yeah. 'Cause it looks like you need to just take your medicine, uh, uh, once a day from-from the prescription. So that sounds doable right now.",9,True,advice,True,simple,False,n/a,reflection,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,20,client,00:03:23,Yeah. I think I could probably do that.,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,20,client,00:03:23,Yeah. I think I could probably do that.,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,neutral
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,20,client,00:03:23,Yeah. I think I could probably do that.,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,20,client,00:03:23,Yeah. I think I could probably do that.,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,20,client,00:03:23,Yeah. I think I could probably do that.,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,20,client,00:03:23,Yeah. I think I could probably do that.,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,20,client,00:03:23,Yeah. I think I could probably do that.,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,20,client,00:03:23,Yeah. I think I could probably do that.,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,20,client,00:03:23,Yeah. I think I could probably do that.,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,20,client,00:03:23,Yeah. I think I could probably do that.,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,change
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,21,therapist,00:03:24,"Okay. The other things that need to be worked on over time certainly would be changing your eating habits, you know, to eat- eat healthier, uh, not necessarily less, but healthier. And the other thing would be getting, um, some more physical activity. And by the way, that doesn't mean going to a gym. That means things like more walking, maybe using stairs instead of an elevator or an escalator, stuff like that. Uh.",0,True,advice,False,n/a,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,21,therapist,00:03:24,"Okay. The other things that need to be worked on over time certainly would be changing your eating habits, you know, to eat- eat healthier, uh, not necessarily less, but healthier. And the other thing would be getting, um, some more physical activity. And by the way, that doesn't mean going to a gym. That means things like more walking, maybe using stairs instead of an elevator or an escalator, stuff like that. Uh.",1,True,advice,False,n/a,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,21,therapist,00:03:24,"Okay. The other things that need to be worked on over time certainly would be changing your eating habits, you know, to eat- eat healthier, uh, not necessarily less, but healthier. And the other thing would be getting, um, some more physical activity. And by the way, that doesn't mean going to a gym. That means things like more walking, maybe using stairs instead of an elevator or an escalator, stuff like that. Uh.",2,True,advice,False,n/a,False,n/a,therapist_input,n/a
high,66,ComMIt Diabetes Dialogue with MI,https://www.youtube.com/watch?v=k_oGpP-7x6Q&feature=youtu.be,diabetes management,21,therapist,00:03:24,"Okay. The other things that need to be worked on over time certainly would be changing your eating habits, you know, to eat- eat healthier, uh, not necessarily less, but healthier. And the other thing would be getting, um, some more physical activity. And by the way, that doesn't mean going to a gym. That means things like more walking, maybe using stairs instead of an elevator or an escalator, stuff like that. Uh.",3,True,negotiation,False,n/a,False,n/a,therapist_input,n/a
